source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,noteworthy_env_cond,depth,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,seq_batch,failure,failure_comment,ENA_accession_number_sample,source_mat_id
EMO BON HCMR-1 Wa 210628 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-06-28 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-06-28,HCMR-1_Wa_210628,Maria Maidanou,NA,no_tide,,1,blank_1,30,3.5,0.2-3,0.2,3,true,Jerrycan,WaSOP 1,NA,2021-06-28,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_HCMR-1_Wa_11
EMO BON HCMR-1 Wa 210628 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-06-28 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-06-28,HCMR-1_Wa_210628,Maria Maidanou,NA,no_tide,,1,blank_2,30,3.5,0.2-3,0.2,3,true,Jerrycan,WaSOP 1,NA,2021-06-28,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_HCMR-1_Wa_12
EMO BON HCMR-1 Wa 210917 3um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-09-17,HCMR-1_Wa_210917,Apostolos Kristallas,NA,no_tide,,1,1,30,1.5,3-200,3,200,true,Jerrycan,WaSOP 1,NA,2021-09-17,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,false,2021-10-15,2021-10-25,-70,2021-11-24,2021-11-24,,true,low yields; seq library prep failed,NA,EMOBON_HCMR-1_Wa_13
EMO BON HCMR-1 Wa 210917 3um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-09-17,HCMR-1_Wa_210917,Apostolos Kristallas,NA,no_tide,,1,2,30,1.5,3-200,3,200,true,Jerrycan,WaSOP 1,NA,2021-09-17,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,false,2021-10-15,2021-10-25,-70,2021-11-24,2021-11-24,,true,low yields; seq library prep failed,NA,EMOBON_HCMR-1_Wa_14
EMO BON HCMR-1 Wa 210917 3um_3,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-09-17,HCMR-1_Wa_210917,Apostolos Kristallas,NA,no_tide,,1,3,30,2.5,0.2-3,3,200,true,Jerrycan,WaSOP 1,NA,2021-09-17,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_HCMR-1_Wa_15
EMO BON HCMR-1 Wa 210917 3um_4,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-09-17,HCMR-1_Wa_210917,Apostolos Kristallas,NA,no_tide,,1,4,30,2.5,0.2-3,3,200,true,Jerrycan,WaSOP 1,NA,2021-09-17,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_HCMR-1_Wa_16
EMO BON HCMR-1 Wa 210917 0.22um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-09-17,HCMR-1_Wa_210917,Apostolos Kristallas,NA,no_tide,,1,1,30,1.5,3-200,0.2,3,true,Jerrycan,WaSOP 1,NA,2021-09-17,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,false,2021-10-15,2021-10-25,-70,2021-11-24,2021-11-24,,true,low yields; seq library prep failed,NA,EMOBON_HCMR-1_Wa_17
EMO BON HCMR-1 Wa 210917 0.22um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-09-17,HCMR-1_Wa_210917,Apostolos Kristallas,NA,no_tide,,1,2,30,1.5,3-200,0.2,3,true,Jerrycan,WaSOP 1,NA,2021-09-17,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,false,2021-10-15,2021-10-25,-70,2021-11-24,2021-11-24,,true,low yields; seq library prep failed,NA,EMOBON_HCMR-1_Wa_18
EMO BON HCMR-1 Wa 210917 0.22um_3,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-09-17,HCMR-1_Wa_210917,Apostolos Kristallas,NA,no_tide,,1,3,30,2.5,0.2-3,0.2,3,true,Jerrycan,WaSOP 1,NA,2021-09-17,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_HCMR-1_Wa_19
EMO BON HCMR-1 Wa 210917 0.22um_4,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-09-17,HCMR-1_Wa_210917,Apostolos Kristallas,NA,no_tide,,1,4,30,2.5,0.2-3,0.2,3,true,Jerrycan,WaSOP 1,NA,2021-09-17,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_HCMR-1_Wa_20
EMO BON HCMR-1 Wa 210917 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-09-17,HCMR-1_Wa_210917,Apostolos Kristallas,NA,no_tide,,1,blank_1,30,3.5,3-200,3,200,false,Jerrycan,WaSOP 1,NA,2021-09-17,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,false,2021-10-15,2021-10-25,-70,2021-11-24,2021-11-24,,false,NA,NA,EMOBON_HCMR-1_Wa_21
EMO BON HCMR-1 Wa 210917 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-09-17,HCMR-1_Wa_210917,Apostolos Kristallas,NA,no_tide,,1,blank_2,30,3.5,3-200,3,200,false,Jerrycan,WaSOP 1,NA,2021-09-17,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_HCMR-1_Wa_22
EMO BON HCMR-1 Wa 210917 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-09-17,HCMR-1_Wa_210917,Apostolos Kristallas,NA,no_tide,,1,blank_1,30,3.5,0.2-3,0.2,3,false,Jerrycan,WaSOP 1,NA,2021-09-17,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,false,2021-10-15,2021-10-25,-70,2021-11-24,2021-11-24,,NA,NA,NA,EMOBON_HCMR-1_Wa_23
EMO BON HCMR-1 Wa 210917 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-09-17,HCMR-1_Wa_210917,Apostolos Kristallas,NA,no_tide,,1,blank_2,30,3.5,0.2-3,0.2,3,false,Jerrycan,WaSOP 1,NA,2021-09-17,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_HCMR-1_Wa_24
EMO BON HCMR-1 Wa 211026 3um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-10-26,HCMR-1_Wa_211026,Vaso Terzoglou,NA,no_tide,,1,1,30,1.5,3-200,3,200,true,Jerrycan,WaSOP 1,NA,2021-10-26,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,false,2022-12-01,2022-12-12,-70,2023-06-01,2023-06-01,,NA,faded label. randomized,NA,EMOBON_HCMR-1_Wa_25
EMO BON HCMR-1 Wa 211026 3um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-10-26,HCMR-1_Wa_211026,Vaso Terzoglou,NA,no_tide,,1,2,30,1.5,3-200,3,200,true,Jerrycan,WaSOP 1,NA,2021-10-26,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,false,2022-12-01,2022-12-12,-70,2023-06-01,2023-06-01,,NA,faded label. randomized,NA,EMOBON_HCMR-1_Wa_26
EMO BON HCMR-1 Wa 2110263um_3,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-10-26,HCMR-1_Wa_211026,Vaso Terzoglou,NA,no_tide,,1,3,30,2.5,0.2-3,3,200,true,Jerrycan,WaSOP 1,NA,2021-10-26,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_HCMR-1_Wa_27
EMO BON HCMR-1 Wa 211026 3um_4,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-10-26,HCMR-1_Wa_211026,Vaso Terzoglou,NA,no_tide,,1,4,30,2.5,0.2-3,3,200,true,Jerrycan,WaSOP 1,NA,2021-10-26,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_HCMR-1_Wa_28
EMO BON HCMR-1 Wa 211026 0.22um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-10-26,HCMR-1_Wa_211026,Vaso Terzoglou,NA,no_tide,,1,1,30,1.5,3-200,0.2,3,true,Jerrycan,WaSOP 1,NA,2021-10-26,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,false,2022-12-01,2022-12-12,-70,2023-06-01,2023-06-01,,NA,faded label. randomized,NA,EMOBON_HCMR-1_Wa_29
EMO BON HCMR-1 Wa 211026 0.22um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-10-26,HCMR-1_Wa_211026,Vaso Terzoglou,NA,no_tide,,1,2,30,1.5,3-200,0.2,3,true,Jerrycan,WaSOP 1,NA,2021-10-26,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,false,2022-12-01,2022-12-12,-70,2023-06-01,2023-06-01,,NA,faded label. randomized,NA,EMOBON_HCMR-1_Wa_30
EMO BON HCMR-1 Wa 211026 0.22um_3,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-10-26,HCMR-1_Wa_211026,Vaso Terzoglou,NA,no_tide,,1,3,30,2.5,0.2-3,0.2,3,true,Jerrycan,WaSOP 1,NA,2021-10-26,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_HCMR-1_Wa_31
EMO BON HCMR-1 Wa 211026 0.22um_4,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-10-26,HCMR-1_Wa_211026,Vaso Terzoglou,NA,no_tide,,1,4,30,2.5,0.2-3,0.2,3,true,Jerrycan,WaSOP 1,NA,2021-10-26,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_HCMR-1_Wa_32
EMO BON HCMR-1 Wa 211026 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-10-26,HCMR-1_Wa_211026,Vaso Terzoglou,NA,no_tide,,1,blank_1,30,3.5,3-200,3,200,false,Jerrycan,WaSOP 1,NA,2021-10-26,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_HCMR-1_Wa_33
EMO BON HCMR-1 Wa 211026 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-10-26,HCMR-1_Wa_211026,Vaso Terzoglou,NA,no_tide,,1,blank_2,30,3.5,3-200,3,200,false,Jerrycan,WaSOP 1,NA,2021-10-26,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_HCMR-1_Wa_34
EMO BON HCMR-1 Wa 211026 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-10-26,HCMR-1_Wa_211026,Vaso Terzoglou,NA,no_tide,,1,blank_1,30,3.5,0.2-3,0.2,3,false,Jerrycan,WaSOP 1,NA,2021-10-26,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_HCMR-1_Wa_35
EMO BON HCMR-1 Wa 211026 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-10-26,HCMR-1_Wa_211026,Vaso Terzoglou,NA,no_tide,,1,blank_2,30,3.5,0.2-3,0.2,3,false,Jerrycan,WaSOP 1,NA,2021-10-26,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_HCMR-1_Wa_36
EMO BON HCMR-1 Wa 220304 3um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2022-03-04 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-03-04,HCMR-1_Wa_220304,Apostolos Kristallas,NA,no_tide,,1,1,30,1.5,3-200,3,200,true,Jerrycan,WaSOP 1,NA,2022-03-04,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,https://orcid.org/0000-0003-4392-7159,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_HCMR-1_Wa_37
